 CNTY , CONAME ,TOTPOP,POPRANK,POPSQMI,POPANGNO,POPANGPC,POPBLNO,POPBLPCT,POPHISNO,POPHISPC,POPOTHNO,POPOTHPC,POP04TOT,POP04F,POP04M,POP04PCT,POP514TO,POP514F,POP514M,POP514PC,POP1544T,POP1544F,POP1544M,POP1544PC,POP4564T,POP4564F,POP4564M,POP4564PC,POP65T,POP65F,POP65M,POP65PC,POPTFNO,POPTMNO,POPTFMPC,POPTMPC, UNEMPRT , TANFRECP ,FSPARTIC, PCPI , MCELIG , LIVEBIR ,ADBIRNO, ADBIRPCT ,UNWEDNO, UNWEDPCT , LBWNO , LBWPCT ,PRNTNO, PREPCT ,FERTILRT,TBNO,TBRATE,SYPHNO, SYPHRATE ,GONNO, GONRATE ,CHLAMNO,CHLAMRTE,PERTNO, PERTRATE ,VARICNO, VARICRTE ,AIDSNO, AIDSRATE , ALLDEANO ,ALLDEART,CDDEANO,CDDEART,HRTDEANO,HRTDEART,STRDEANO,STRDEART,CANDEANO, CANDEART ,LNGCANDN, LNGCANDR ,BRCANDN, BRCANDR ,COPDDN, COPDDR ,DIADEANO, DIADEART ,INFDEANO, INFDEART ,FTLDEANO,FTLDEART,ACCDEANO, ACCDEART ,MVDEANO, MVDEART ,HMIDEANO, HMIDEART ,SUIDEANO, SUIDEART , POVTOT ,PopUniv_Tot, POVPCT , POV017NO , PopUniv_LT18 , POV017PC , POVGT17N , PopUniv_18+ , POVGT17P , CHIP , Medbirth , Totbirth , MedbirthP , LaborForce , #UnEmp , UnEmp% ,PercapPop,PersInc, PercapInc ,AREA2,PreNatal,NOHILT65,NOHILT65POP,NOHILT65%,NOHI1864,NOHI1864POP,NOHILT18,NOHILT18POP,NOHILT18%,Alzheimer's,ALZDEART, FLUDEANO , FLUDEART , CLNDEANO , CLNDEART , PRSTDEANO , PRSTDEART , NEPHDEANO , NEPHDEART , LVRDEANO , LVVRDEART , SEPTDEANO , SEPTDEART ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 193 , Real County ,"3,294",224,4.7,"2,479",75.3%,9,0.3%,786,23.9%,20,0.6%,169,80,89,5.1%,349,169,180,10.6%,"1,036",520,516,31.5%,896,450,446,27.2%,844,435,409,25.6%,"1,654","1,640",50.2%,49.8%,4.0%,8,438,"$24,233",859, 35 ,3,8.6%,10,28.6%,4,11.4%,16,45.7%,67.3,0,---,0,---,1,30.4,9,273.2,0,---,0,---,0,---,42,845.0,#REF!,#REF!,14,---,2,---,7,---,1,---,1,---,2,---,2,---,0,---,0,---,3,---,1,---,0,---,2,---,588,"2,934",20.0%,232,593,39.1%,356,"2,341",15.2%,40,25,34,73.5%,"1,377",55,4.0%,"2,951","71,511,583","$24,233",699.9,35,727,"2,195",33%,611,"1,634",116,561,20.7%,0,---,1,---,0,---,0,---,1,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 194 , Red River County ,"13,773",148,13.1,"10,295",74.7%,"2,541",18.4%,835,6.1%,102,0.7%,827,404,423,6.0%,"1,689",848,841,12.3%,"4,892","2,439","2,453",35.5%,"3,650","1,838","1,812",26.5%,"2,715","1,519","1,196",19.7%,"7,048","6,725",51.2%,48.8%,5.0%,65,"1,843","$24,629","3,126", 166 ,7,4.2%,78,47.0%,22,13.3%,93,57.8%,68.1,1,7.3,0,---,19,138.0,48,348.5,0,---,0,---,1,7.3,221,1099.8,#REF!,#REF!,70,322.4,17,---,52,266.4,15,---,5,---,16,---,14,---,6,---,0,---,11,---,7,---,0,---,3,---,"2,422","12,774",19.0%,819,"2,720",30.1%,"1,603","10,054",15.9%,166,81,156,51.9%,"6,078",305,5.0%,"13,086","322,295,094","$24,629","1,050.2",161,"2,208","10,403",21%,"1,873","7,723",335,"2,680",12.5%,7,---,4,---,7,---,2,---,0,---,2,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 195 , Reeves County ,"11,493",158,4.4,"2,573",22.4%,214,1.9%,"8,630",75.1%,76,0.7%,941,460,481,8.2%,"1,616",814,802,14.1%,"4,708","2,053","2,655",41.0%,"2,650","1,235","1,415",23.1%,"1,578",844,734,13.7%,"5,406","6,087",47.0%,53.0%,5.3%,119,"2,481","$21,804","4,256", 203 ,23,11.3%,115,56.7%,29,14.3%,153,77.7%,98.9,0,---,0,---,1,8.7,17,147.9,0,---,1,8.7,2,17.4,109,914.7,#REF!,#REF!,35,291.8,6,---,19,---,3,---,0,---,3,---,0,---,1,---,0,---,4,---,1,---,1,---,0,---,"3,659","10,015",36.5%,"1,352","2,713",49.8%,"2,307","7,302",31.6%,216,213,208,102.4%,"4,106",217,5.3%,"11,169","243,528,876","$21,804","2,635.9",197,"2,106","8,316",25%,"1,739","5,672",367,"2,644",13.9%,3,---,9,---,4,---,0,---,2,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 196 , Refugio County ,"7,421",185,9.6,"3,286",44.3%,515,6.9%,"3,552",47.9%,68,0.9%,549,266,283,7.4%,878,418,460,11.8%,"2,760","1,344","1,416",37.2%,"1,928",964,964,26.0%,"1,306",724,582,17.6%,"3,716","3,705",50.1%,49.9%,3.8%,13,708,"$31,015","1,638", 117 ,10,8.5%,66,56.4%,14,12.0%,72,67.9%,87.1,0,---,1,13.5,3,40.4,7,94.3,0,---,0,---,0,---,84,885.3,#REF!,#REF!,24,243.2,4,---,21,215.4,5,---,3,---,4,---,4,---,0,---,0,---,5,---,3,---,0,---,1,---,"1,152","7,202",16.0%,385,"1,624",23.7%,767,"5,578",13.8%,125,65,107,60.7%,"3,878",146,3.8%,"7,343","227,743,145","$31,015",770.2,106,"1,444","5,974",24%,"1,212","4,354",232,"1,620",14.3%,3,---,0,---,3,---,1,---,4,---,1,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 197 , Roberts County ,848,249,0.9,815,96.1%,3,0.4%,28,3.3%,2,0.2%,49,23,26,5.8%,77,35,42,9.1%,273,145,128,32.2%,286,138,148,33.7%,163,84,79,19.2%,425,423,50.1%,49.9%,2.3%,0,19,"$31,022",76, 19 ,0,0.0%,2,10.5%,1,5.3%,10,55.6%,131.0,0,---,0,---,0,---,1,117.9,0,---,0,---,0,---,8,---,#REF!,#REF!,0,---,1,---,1,---,0,---,0,---,0,---,0,---,1,---,1,---,2,---,1,---,0,---,0,---,51,829,6.2%,13,168,7.7%,38,661,5.7%,5,1,24,4.2%,562,13,2.3%,835,"25,903,370","$31,022",924.1,18,202,722,28%,159,549,43,173,24.9%,0,---,0,---,0,---,0,---,0,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 198 , Robertson County ,"16,050",136,18.8,"9,403",58.6%,"3,788",23.6%,"2,770",17.3%,89,0.6%,"1,141",553,588,7.1%,"2,248","1,127","1,121",14.0%,"5,717","2,879","2,838",35.6%,"4,178","2,152","2,026",26.0%,"2,766","1,538","1,228",17.2%,"8,249","7,801",51.4%,48.6%,5.1%,121,"2,601","$29,753","3,847", 228 ,19,8.3%,121,53.1%,14,6.1%,115,63.2%,79.2,2,12.5,2,12.5,34,211.8,57,355.1,0,---,0,---,3,18.7,181,899.6,#REF!,#REF!,49,228.5,8,---,34,169.9,9,---,2,---,3,---,7,---,1,---,1,---,16,---,10,---,2,---,5,---,"3,063","15,523",19.7%,"1,290","4,164",31.0%,"1,773","11,359",15.6%,150,137,237,57.8%,"6,932",352,5.1%,"15,753","468,699,009","$29,753",854.6,182,"3,170","13,069",24%,"2,479","9,022",691,"4,047",17.1%,1,---,5,---,3,---,2,---,9,---,2,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 199 , Rockwall County ,"72,373",48,561.9,"57,925",80.0%,"2,500",3.5%,"10,588",14.6%,"1,360",1.9%,"4,730","2,317","2,413",6.5%,"11,106","5,237","5,869",15.3%,"30,234","14,761","15,473",41.8%,"19,996","9,834","10,162",27.6%,"6,307","3,450","2,857",8.7%,"35,599","36,774",49.2%,50.8%,4.0%,64,"2,087","$40,665","5,749", 947 ,18,1.9%,177,18.7%,58,6.1%,615,68.0%,64.2,0,---,0,---,16,22.1,53,73.2,0,---,23,31.8,1,1.4,381,708.1,#REF!,#REF!,101,194.7,31,57.7,82,141.5,27,47.0,8,---,22,45.8,5,---,6,---,2,---,11,---,2,---,1,---,6,---,"3,642","72,991",5.0%,"1,450","20,365",7.1%,"2,192","52,626",4.2%,514,193,968,19.9%,"37,065","1,474",4.0%,"73,693","2,996,725,845","$40,665",128.8,905,"15,310","71,116",22%,"11,423","49,397","3,887","21,719",17.9%,6,---,12,---,10,---,4,---,5,---,6,---,7,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 200 , Runnels County ,"10,843",160,10.3,"7,004",64.6%,169,1.6%,"3,590",33.1%,80,0.7%,758,371,387,7.0%,"1,388",669,719,12.8%,"3,866","1,914","1,952",35.7%,"2,736","1,393","1,343",25.2%,"2,095","1,208",887,19.3%,"5,555","5,288",51.2%,48.8%,4.5%,75,"1,354","$25,636","2,504", 135 ,11,8.1%,69,51.1%,9,6.7%,78,59.5%,70.5,0,---,0,---,0,---,20,184.5,0,---,3,27.7,1,9.2,131,771.6,#REF!,#REF!,31,171.7,10,---,31,186.9,12,---,3,---,4,---,6,---,1,---,1,---,4,---,1,---,1,---,1,---,"1,942","10,071",19.3%,744,"2,532",29.4%,"1,198","7,539",15.9%,183,106,145,73.1%,"4,433",198,4.5%,"10,294","263,896,984","$25,636","1,050.7",131,"2,093","8,180",26%,"1,663","5,733",430,"2,447",17.6%,8,---,3,---,1,---,1,---,4,---,1,---,2,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 201 , Rusk County ,"48,272",64,52.3,"33,289",69.0%,"8,977",18.6%,"5,678",11.8%,328,0.7%,"3,079","1,506","1,573",6.4%,"6,087","2,945","3,142",12.6%,"18,412","8,431","9,981",38.1%,"12,979","6,223","6,756",26.9%,"7,715","4,246","3,469",16.0%,"23,351","24,921",48.4%,51.6%,4.2%,199,"3,954","$28,081","8,487", 701 ,29,4.1%,286,40.8%,65,9.3%,371,56.2%,83.1,0,---,0,---,25,51.8,112,232.0,1,2.1,3,6.2,0,---,478,813.8,#REF!,#REF!,150,248.7,31,50.4,99,163.6,26,41.4,8,---,20,---,16,---,4,---,7,---,34,70.5,20,---,2,---,7,---,"5,976","45,449",13.1%,"2,121","11,042",19.2%,"3,855","34,407",11.2%,626,381,728,52.3%,"23,503",990,4.2%,"48,452","1,360,580,612","$28,081",923.6,660,"10,040","39,326",26%,"7,762","28,051","2,278","11,275",20.2%,13,---,9,---,13,---,5,---,10,---,5,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 202 , Sabine County ,"10,400",164,21.2,"9,085",87.4%,"1,055",10.1%,211,2.0%,49,0.5%,531,256,275,5.1%,"1,035",555,480,10.0%,"2,999","1,538","1,461",28.8%,"2,994","1,530","1,464",28.8%,"2,841","1,488","1,353",27.3%,"5,367","5,033",51.6%,48.4%,8.2%,20,"1,241","$29,372","2,212", 101 ,6,5.9%,48,47.5%,3,3.0%,47,51.6%,65.7,0,---,0,---,4,38.5,20,192.3,0,---,3,28.8,1,9.6,164,931.0,#REF!,#REF!,55,289.6,16,---,30,168.6,9,---,0,---,9,---,7,---,0,---,0,---,6,---,3,---,1,---,2,---,"1,611","10,029",16.1%,584,"2,068",28.2%,"1,027","7,961",12.9%,127,54,97,55.7%,"3,398",277,8.2%,"10,092","296,422,224","$29,372",490.3,91,"1,583","7,507",21%,"1,306","5,485",277,"2,022",13.7%,2,---,4,---,0,---,2,---,4,---,0,---,5,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 203 , San Augustine County ,"9,174",173,17.4,"6,020",65.6%,"2,734",29.8%,386,4.2%,34,0.4%,564,274,290,6.1%,"1,054",503,551,11.5%,"2,989","1,480","1,509",32.6%,"2,520","1,275","1,245",27.5%,"2,047","1,140",907,22.3%,"4,672","4,502",50.9%,49.1%,5.5%,31,"1,295","$25,198","2,385", 94 ,5,5.3%,54,57.4%,5,5.3%,50,54.3%,63.5,1,10.9,0,---,14,152.6,20,218.0,2,21.8,2,21.8,0,---,125,839.3,#REF!,#REF!,37,243.1,11,---,25,178.2,9,---,4,---,10,---,5,---,0,---,1,---,2,---,1,---,0,---,0,---,"1,809","8,288",21.8%,626,"1,843",34.0%,"1,183","6,445",18.4%,99,76,113,67.3%,"3,512",193,5.5%,"8,621","217,231,958","$25,198",527.9,92,"1,415","6,564",22%,"1,164","4,747",251,"1,817",13.8%,0,---,6,---,2,---,1,---,6,---,1,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 204 , San Jacinto County ,"25,536",99,44.7,"20,984",82.2%,"3,152",12.3%,"1,228",4.8%,172,0.7%,"1,369",665,704,5.4%,"3,232","1,537","1,695",12.7%,"8,873","4,307","4,566",34.7%,"7,585","3,771","3,814",29.7%,"4,477","2,330","2,147",17.5%,"12,610","12,926",49.4%,50.6%,5.3%,162,"3,394","$27,996","5,653", 300 ,22,7.3%,149,49.7%,24,8.0%,167,57.2%,69.7,0,---,0,---,6,23.5,31,121.4,0,---,1,3.9,1,3.9,254,877.1,#REF!,#REF!,58,192.8,17,---,47,149.6,14,---,5,---,19,---,4,---,3,---,2,---,28,120.7,14,---,5,---,5,---,"4,234","24,592",17.2%,"1,464","5,592",26.2%,"2,770","19,000",14.6%,292,160,279,57.3%,"10,012",526,5.3%,"24,764","693,292,944","$27,996",570.7,292,"5,553","20,796",27%,"4,576","15,251",977,"5,545",17.6%,5,---,5,---,5,---,3,---,9,---,1,---,10,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 205 , San Patricio County ,"69,283",50,100.2,"30,226",43.6%,"2,152",3.1%,"35,880",51.8%,"1,025",1.5%,"5,673","2,771","2,902",8.2%,"11,449","5,558","5,891",16.5%,"29,407","14,226","15,181",42.4%,"15,672","7,847","7,825",22.6%,"7,082","3,914","3,168",10.2%,"34,316","34,967",49.5%,50.5%,4.9%,580,"10,008","$29,272","17,468"," 1,115 ",65,5.8%,437,39.2%,94,8.4%,616,58.8%,78.4,2,2.9,0,---,31,44.7,165,238.2,1,1.4,63,90.9,5,7.2,564,971.1,#REF!,#REF!,103,186.4,35,61.5,130,216.7,41,70.3,1,---,29,50.7,26,42.5,8,---,4,---,36,54.3,12,---,3,---,12,---,"11,782","67,522",17.4%,"4,943","19,693",25.1%,"6,839","47,829",14.3%,"1,175",670,"1,114",60.1%,"29,189","1,443",4.9%,"68,385","2,001,765,720","$29,272",691.7,"1,048","13,029","59,641",22%,"10,426","40,017","2,603","19,624",13.3%,7,---,9,---,12,---,4,---,16,---,17,---,12,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 206 , San Saba County ,"6,074",194,5.4,"4,428",72.9%,149,2.5%,"1,461",24.1%,36,0.6%,369,181,188,6.1%,643,313,330,10.6%,"2,326",963,"1,363",38.3%,"1,545",798,747,25.4%,"1,191",653,538,19.6%,"2,908","3,166",47.9%,52.1%,4.8%,26,781,"$24,596","1,336", 75 ,9,12.0%,28,37.3%,4,5.3%,52,70.3%,77.9,1,16.6,0,---,0,---,10,164.6,0,---,1,16.5,0,---,65,734.9,#REF!,#REF!,10,---,1,---,16,---,4,---,3,---,7,---,3,---,0,---,0,---,5,---,1,---,0,---,3,---,"1,074","5,427",19.8%,469,"1,251",37.5%,605,"4,176",14.5%,77,42,75,56.0%,"2,481",118,4.8%,"5,920","145,608,320","$24,596","1,134.5",74,"1,306","4,364",30%,"1,071","3,133",235,"1,231",19.1%,2,---,1,---,1,---,0,---,1,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 207 , Schleicher County ,"2,945",230,2.2,"1,472",50.0%,38,1.3%,"1,417",48.1%,18,0.6%,226,110,116,7.7%,353,171,182,12.0%,"1,060",528,532,36.0%,771,362,409,26.2%,535,293,242,18.2%,"1,464","1,481",49.7%,50.3%,3.6%,1,178,"$24,413",528, 47 ,2,4.3%,22,46.8%,4,8.5%,24,53.3%,89.0,0,---,0,---,1,34.0,3,101.9,0,---,0,---,0,---,35,877.2,#REF!,#REF!,11,---,2,---,7,---,2,---,0,---,2,---,0,---,1,---,0,---,5,---,3,---,0,---,0,---,405,"2,762",14.7%,129,651,19.8%,276,"2,111",13.1%,43,14,55,25.5%,"1,421",51,3.6%,"2,805","68,478,465","$24,413","1,310.6",45,907,"2,306",39%,683,"1,650",224,656,34.1%,1,---,0,---,1,---,1,---,2,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 208 , Scurry County ,"16,203",134,18.0,"9,911",61.2%,"1,063",6.6%,"5,144",31.7%,85,0.5%,"1,152",560,592,7.1%,"2,029","1,004","1,025",12.5%,"6,579","2,737","3,842",40.6%,"3,922","1,950","1,972",24.2%,"2,521","1,477","1,044",15.6%,"7,728","8,475",47.7%,52.3%,3.9%,2,505,"$31,436","2,523", 237 ,18,7.6%,113,47.7%,25,10.5%,126,54.5%,86.6,0,---,0,---,9,55.5,49,302.4,0,---,1,6.2,0,---,134,689.0,#REF!,#REF!,25,121.3,16,---,23,118.6,5,---,2,---,8,---,8,---,1,---,0,---,9,---,2,---,0,---,0,---,"2,431","14,153",17.2%,909,"3,750",24.2%,"1,522","10,403",14.6%,184,80,244,32.8%,"7,317",284,3.9%,"15,984","502,473,024","$31,436",902.5,231,"2,942","12,096",24%,"2,343","8,281",599,"3,815",15.7%,2,---,1,---,1,---,1,---,1,---,2,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 209 , Shackelford County ,"3,355",222,3.7,"3,050",90.9%,8,0.2%,283,8.4%,14,0.4%,212,101,111,6.3%,432,222,210,12.9%,"1,174",588,586,35.0%,899,457,442,26.8%,638,372,266,19.0%,"1,740","1,615",51.9%,48.1%,2.7%,7,165,"$39,133",479, 35 ,3,8.6%,16,45.7%,9,25.7%,26,76.5%,59.5,0,---,0,---,0,---,4,119.2,0,---,1,29.8,0,---,48,1008.8,#REF!,#REF!,8,---,3,---,12,---,2,---,1,---,4,---,3,---,0,---,0,---,4,---,2,---,0,---,0,---,384,"3,113",12.3%,121,685,17.7%,263,"2,428",10.8%,60,12,39,30.8%,"2,053",55,2.7%,"3,158","123,582,014","$39,133",914.0,34,821,"2,494",33%,645,"1,844",176,650,27.1%,2,---,1,---,1,---,1,---,2,---,0,---,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 210 , Shelby County ,"25,705",98,32.4,"16,972",66.0%,"5,114",19.9%,"3,468",13.5%,151,0.6%,"1,883",917,966,7.3%,"3,609","1,801","1,808",14.0%,"9,621","4,735","4,886",37.4%,"6,368","3,245","3,123",24.8%,"4,224","2,414","1,810",16.4%,"13,112","12,593",51.0%,49.0%,4.3%,148,"3,417","$26,190","6,188", 404 ,34,8.4%,177,43.8%,43,10.6%,206,56.4%,85.3,1,3.9,1,3.9,29,112.8,59,229.5,2,7.8,5,19.5,4,15.6,269,832.2,#REF!,#REF!,68,203.6,14,---,62,193.4,19,---,4,---,11,---,9,---,1,---,1,---,11,---,8,---,4,---,1,---,"4,911","26,122",18.8%,"1,876","6,876",27.3%,"3,035","19,246",15.8%,325,223,412,54.1%,"12,222",524,4.3%,"26,339","689,818,410","$26,190",794.1,365,"6,279","22,557",28%,"4,969","15,710","1,310","6,847",19.1%,12,---,9,---,12,---,5,---,2,---,6,---,3,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 211 , Sherman County ,"3,108",228,3.4,"2,155",69.3%,12,0.4%,925,29.8%,16,0.5%,189,91,98,6.1%,461,218,243,14.8%,"1,248",610,638,40.2%,745,360,385,24.0%,465,249,216,15.0%,"1,528","1,580",49.2%,50.8%,3.6%,1,91,"$50,114",398, 47 ,1,2.1%,13,27.7%,3,6.4%,28,60.9%,77.0,0,---,0,---,1,32.2,4,128.7,1,32.2,0,---,0,---,21,566.7,#REF!,#REF!,3,---,0,---,3,---,1,---,0,---,1,---,1,---,0,---,0,---,0,---,0,---,0,---,1,---,402,"2,845",14.1%,157,772,20.3%,245,"2,073",11.8%,20,8,41,19.5%,"1,347",48,3.6%,"2,883","144,478,662","$50,114",923.0,46,"1,045","2,583",40%,777,"1,824",268,759,35.3%,4,---,0,---,0,---,1,---,1,---,0,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 212 , Smith County ,"197,415",22,212.6,"124,054",62.8%,"37,018",18.8%,"33,008",16.7%,"3,335",1.7%,"14,611","7,170","7,441",7.4%,"27,697","13,607","14,090",14.0%,"79,388","40,104","39,284",40.2%,"47,561","24,867","22,694",24.1%,"28,158","16,273","11,885",14.3%,"102,021","95,394",51.7%,48.3%,4.2%,602,"18,799","$34,713","35,940"," 3,133 ",146,4.7%,"1,315",42.0%,220,7.0%,"1,155",42.4%,78.1,7,3.5,2,1.0,369,186.9,966,489.3,7,3.5,72,36.5,14,7.1,"1,754",790.1,#REF!,#REF!,512,226.6,94,40.9,360,162.8,107,47.9,23,19.0,76,33.8,32,14.4,19,---,19,---,103,50.4,38,18.8,8,---,21,11.2,"27,727","193,628",14.3%,"10,309","50,259",20.5%,"17,418","143,369",12.1%,"2,763","2,130","3,128",68.1%,"97,099","4,120",4.2%,"197,952","6,871,507,776","$34,713",928.4,"2,726","44,825","169,430",26%,"34,665","117,831","10,160","51,599",19.7%,60,26.4,31,14.0,21,9.2,20,22.9,31,14.1,18,---,30,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 213 , Somervell County ,"8,080",180,43.2,"6,751",83.6%,22,0.3%,"1,242",15.4%,65,0.8%,534,259,275,6.6%,"1,083",526,557,13.4%,"3,199","1,544","1,655",39.6%,"2,222","1,124","1,098",27.5%,"1,042",578,464,12.9%,"4,031","4,049",49.9%,50.1%,4.5%,2,357,"$31,676","1,165", 94 ,6,6.4%,40,42.6%,8,8.5%,64,68.8%,60.9,1,12.4,0,---,3,37.1,7,86.6,0,---,1,12.4,0,---,69,812.8,#REF!,#REF!,11,---,3,---,16,---,5,---,1,---,3,---,2,---,3,---,0,---,4,---,1,---,1,---,2,---,698,"7,552",9.2%,267,"1,843",14.5%,431,"5,709",7.5%,109,46,93,49.5%,"3,902",175,4.5%,"7,738","245,108,888","$31,676",187.2,93,"1,937","6,710",29%,"1,473","4,801",464,"1,909",24.3%,5,---,2,---,1,---,1,---,1,---,2,---,0,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 214 , Starr County ,"62,596",54,51.2,"1,122",1.8%,6,0.0%,"61,257",97.9%,211,0.3%,"7,269","3,569","3,700",11.6%,"11,319","5,491","5,828",18.1%,"27,430","14,059","13,371",43.8%,"10,984","5,817","5,167",17.5%,"5,594","3,213","2,381",8.9%,"32,149","30,447",51.4%,48.6%,10.6%,"1,603","20,354","$13,854","33,215"," 1,349 ",129,9.6%,439,32.5%,113,8.4%,732,69.1%,96.0,9,14.4,0,---,14,22.4,117,186.9,2,3.2,103,164.5,0,---,349,774.6,#REF!,#REF!,102,247.8,15,---,58,122.3,8,---,7,---,10,---,9,---,9,---,9,---,34,61.9,27,47.7,4,---,8,---,"19,728","61,327",32.2%,"10,076","22,651",44.5%,"9,652","38,676",25.0%,"1,821",934,"1,379",67.7%,"21,342","2,267",10.6%,"61,335","849,735,090","$13,854","1,223.0","1,059","15,616","56,072",28%,"12,559","33,766","3,057","22,306",13.7%,0,---,15,---,9,---,2,---,10,---,4,---,11,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
